Gene	sgRNA	eff
Zranb3	Zranb3_2	1
Zranb3	Zranb3_1	1
Zranb3	Zranb3_4	1
Bco2	Bco2_3	1
Bco2	Bco2_1	1
Bco2	Bco2_5	1
Bco2	Bco2_2	1
Bco2	Bco2_4	1
Gigyf1	Gigyf1_5	1
Gigyf1	Gigyf1_4	1
Gigyf1	Gigyf1_3	1
Gigyf1	Gigyf1_2	1
Gigyf1	Gigyf1_1	1
Ppp1r15a	Ppp1r15a_1	1
Ppp1r15a	Ppp1r15a_3	1
Ppp1r15a	Ppp1r15a_2	1
Ppp1r15a	Ppp1r15a_4	1
Ppp1r15a	Ppp1r15a_5	1
Gpc2	Gpc2_5	1
Gpc2	Gpc2_3	1
Gpc2	Gpc2_4	1
Gpc2	Gpc2_1	1
Gpc2	Gpc2_2	1
Cabyr	Cabyr_1	1
Cabyr	Cabyr_3	1
Cabyr	Cabyr_4	1
Cabyr	Cabyr_5	1
Cabyr	Cabyr_2	1
Tfdp1	Tfdp1_5	1
Tfdp1	Tfdp1_2	1
Tfdp1	Tfdp1_1	1
Tfdp1	Tfdp1_4	1
Tfdp1	Tfdp1_3	1
Mff	Mff_5	1
Mff	Mff_1	1
Mff	Mff_4	1
Mff	Mff_2	1
Mff	Mff_3	1
Mfsd11	Mfsd11_5	1
Mfsd11	Mfsd11_2	1
Mfsd11	Mfsd11_4	1
Mfsd11	Mfsd11_3	1
Mfsd11	Mfsd11_1	1
Kcne4	Kcne4_3	1
Kcne4	Kcne4_2	1
Kcne4	Kcne4_5	1
Kcne4	Kcne4_4	1
Kcne4	Kcne4_1	1
Ndufaf7	Ndufaf7_4	1
Ndufaf7	Ndufaf7_3	1
Ndufaf7	Ndufaf7_1	1
Ndufaf7	Ndufaf7_2	1
Ndufaf7	Ndufaf7_5	1
Pcnxl4	Pcnxl4_3	1
Pcnxl4	Pcnxl4_2	1
Pcnxl4	Pcnxl4_1	1
Pcnxl4	Pcnxl4_4	1
Pcnxl4	Pcnxl4_5	1
Ttc7b	Ttc7b_3	1
Ttc7b	Ttc7b_4	1
Ttc7b	Ttc7b_2	1
Ttc7b	Ttc7b_5	1
Ttc7b	Ttc7b_1	1
Adcy2	Adcy2_5	1
Adcy2	Adcy2_3	1
Adcy2	Adcy2_4	1
Adcy2	Adcy2_1	1
Adcy2	Adcy2_2	1
Vrk1	Vrk1_5	1
Vrk1	Vrk1_2	1
Vrk1	Vrk1_1	1
Vrk1	Vrk1_3	1
Vrk1	Vrk1_4	1
Hn1l	Hn1l_4	1
Hn1l	Hn1l_3	1
Hn1l	Hn1l_5	1
Hn1l	Hn1l_1	1
Hn1l	Hn1l_2	1
Mmp3	Mmp3_3	1
Mmp3	Mmp3_1	1
Mmp3	Mmp3_2	1
Mmp3	Mmp3_4	1
Mmp3	Mmp3_5	1
Cited2	Cited2_4	1
Cited2	Cited2_1	1
Cited2	Cited2_5	1
Cited2	Cited2_2	1
Cited2	Cited2_3	1
Gh	Gh_2	1
Gh	Gh_4	1
Gh	Gh_5	1
Gh	Gh_3	1
Gh	Gh_1	1
Abcd2	Abcd2_2	1
Abcd2	Abcd2_1	1
Abcd2	Abcd2_4	1
Abcd2	Abcd2_5	1
Abcd2	Abcd2_3	1
Slc3a1	Slc3a1_4	1
Slc3a1	Slc3a1_3	1
Slc3a1	Slc3a1_5	1
Slc3a1	Slc3a1_1	1
Slc3a1	Slc3a1_2	1
Olig3	Olig3_4	1
Olig3	Olig3_3	1
Olig3	Olig3_1	1
Olig3	Olig3_2	1
Olig3	Olig3_5	1
Sfrp1	Sfrp1_5	1
Sfrp1	Sfrp1_2	1
Sfrp1	Sfrp1_4	1
Sfrp1	Sfrp1_3	1
Sfrp1	Sfrp1_1	1
Vmn1r199	Vmn1r199_1	1
Vmn1r199	Vmn1r199_2	1
Lingo2	Lingo2_5	1
Lingo2	Lingo2_2	1
Lingo2	Lingo2_4	1
Lingo2	Lingo2_1	1
Lingo2	Lingo2_3	1
Zfp629	Zfp629_3	1
Zfp629	Zfp629_4	1
Zfp629	Zfp629_5	1
Zfp629	Zfp629_1	1
Zfp629	Zfp629_2	1
Vmn1r83	Vmn1r83_2	1
Vmn1r83	Vmn1r83_5	1
Vmn1r83	Vmn1r83_3	1
Vmn1r83	Vmn1r83_1	1
Vmn1r83	Vmn1r83_4	1
Opn1mw	Opn1mw_1	1
Opn1mw	Opn1mw_4	1
Opn1mw	Opn1mw_5	1
Opn1mw	Opn1mw_3	1
Opn1mw	Opn1mw_2	1
Ankrd1	Ankrd1_5	1
Ankrd1	Ankrd1_1	1
Ankrd1	Ankrd1_3	1
Ankrd1	Ankrd1_4	1
Ankrd1	Ankrd1_2	1
Ggct	Ggct_4	1
Ggct	Ggct_3	1
Ggct	Ggct_5	1
Ggct	Ggct_2	1
Ggct	Ggct_1	1
Safb2	Safb2_1	1
Safb2	Safb2_2	1
Safb2	Safb2_4	1
Safb2	Safb2_5	1
Safb2	Safb2_3	1
Ankrd10	Ankrd10_3	1
Ankrd10	Ankrd10_5	1
Ankrd10	Ankrd10_4	1
Ankrd10	Ankrd10_1	1
Ankrd10	Ankrd10_2	1
Rbbp8nl	Rbbp8nl_1	1
Rbbp8nl	Rbbp8nl_3	1
Rbbp8nl	Rbbp8nl_5	1
Rbbp8nl	Rbbp8nl_2	1
Rbbp8nl	Rbbp8nl_4	1
Wipf3	Wipf3_5	1
Wipf3	Wipf3_2	1
Wipf3	Wipf3_3	1
Wipf3	Wipf3_4	1
Wipf3	Wipf3_1	1
Casp4	Casp4_1	1
Casp4	Casp4_4	1
Casp4	Casp4_2	1
Casp4	Casp4_5	1
Casp4	Casp4_3	1
Zp2	Zp2_5	1
Zp2	Zp2_3	1
Zp2	Zp2_1	1
Zp2	Zp2_4	1
Zp2	Zp2_2	1
Ubtd2	Ubtd2_5	1
Ubtd2	Ubtd2_2	1
Ubtd2	Ubtd2_1	1
Ubtd2	Ubtd2_3	1
Ubtd2	Ubtd2_4	1
Tctex1d4	Tctex1d4_5	1
Tctex1d4	Tctex1d4_2	1
Tctex1d4	Tctex1d4_4	1
Tctex1d4	Tctex1d4_1	1
Tctex1d4	Tctex1d4_3	1
Phactr1	Phactr1_5	1
Phactr1	Phactr1_3	1
Phactr1	Phactr1_2	1
Phactr1	Phactr1_1	1
Phactr1	Phactr1_4	1
Olfr338	Olfr338_3	1
Olfr338	Olfr338_1	1
Olfr338	Olfr338_2	1
Mdh1	Mdh1_1	1
Mdh1	Mdh1_4	1
Mdh1	Mdh1_3	1
Mdh1	Mdh1_2	1
Mdh1	Mdh1_5	1
Zfp772	Zfp772_2	1
Zfp772	Zfp772_5	1
Zfp772	Zfp772_3	1
Zfp772	Zfp772_1	1
Zfp772	Zfp772_4	1
Nlrp14	Nlrp14_3	1
Nlrp14	Nlrp14_4	1
Nlrp14	Nlrp14_2	1
Nlrp14	Nlrp14_5	1
Nlrp14	Nlrp14_1	1
Olfr491	Olfr491_2	1
Olfr491	Olfr491_1	1
Olfr491	Olfr491_4	1
Olfr491	Olfr491_5	1
Olfr491	Olfr491_3	1
Socs7	Socs7_5	1
Socs7	Socs7_3	1
Socs7	Socs7_4	1
Socs7	Socs7_1	1
Socs7	Socs7_2	1
Ptpra	Ptpra_4	1
Ptpra	Ptpra_1	1
Ptpra	Ptpra_5	1
Ptpra	Ptpra_3	1
Ptpra	Ptpra_2	1
Olfr368	Olfr368_3	1
Olfr368	Olfr368_1	1
Olfr368	Olfr368_5	1
Olfr368	Olfr368_2	1
Olfr368	Olfr368_4	1
Clec4b2	Clec4b2_5	1
Clec4b2	Clec4b2_1	1
Clec4b2	Clec4b2_4	1
Clec4b2	Clec4b2_3	1
Clec4b2	Clec4b2_2	1
Fam13a	Fam13a_3	1
Fam13a	Fam13a_1	1
Fam13a	Fam13a_4	1
Fam13a	Fam13a_2	1
Fam13a	Fam13a_5	1
Gprin1	Gprin1_4	1
Gprin1	Gprin1_2	1
Gprin1	Gprin1_3	1
Gprin1	Gprin1_1	1
Gprin1	Gprin1_5	1
Lpgat1	Lpgat1_3	1
Lpgat1	Lpgat1_1	1
Lpgat1	Lpgat1_4	1
Lpgat1	Lpgat1_5	1
Lpgat1	Lpgat1_2	1
Zfp59	Zfp59_2	1
Zfp59	Zfp59_4	1
Zfp59	Zfp59_3	1
Zfp59	Zfp59_5	1
Zfp59	Zfp59_1	1
Olfr315	Olfr315_2	1
Olfr315	Olfr315_4	1
Olfr315	Olfr315_1	1
Olfr315	Olfr315_3	1
Olfr315	Olfr315_5	1
Echdc3	Echdc3_2	1
Echdc3	Echdc3_3	1
Echdc3	Echdc3_1	1
Echdc3	Echdc3_4	1
Echdc3	Echdc3_5	1
Adgrv1	Adgrv1_3	1
Adgrv1	Adgrv1_1	1
Adgrv1	Adgrv1_5	1
Adgrv1	Adgrv1_4	1
Adgrv1	Adgrv1_2	1
Ndufs7	Ndufs7_5	1
Ndufs7	Ndufs7_1	1
Ndufs7	Ndufs7_4	1
Ndufs7	Ndufs7_3	1
Ndufs7	Ndufs7_2	1
Mrgpre	Mrgpre_1	1
Mrgpre	Mrgpre_2	1
Mrgpre	Mrgpre_3	1
Mrgpre	Mrgpre_5	1
Mrgpre	Mrgpre_4	1
Pou5f1	Pou5f1_3	1
Pou5f1	Pou5f1_2	1
Pou5f1	Pou5f1_5	1
Pou5f1	Pou5f1_1	1
Pou5f1	Pou5f1_4	1
Olfr175-ps1	Olfr175-ps1_1	1
Cd84	Cd84_3	1
Cd84	Cd84_4	1
Cd84	Cd84_5	1
Cd84	Cd84_1	1
Cd84	Cd84_2	1
Traf2	Traf2_1	1
Traf2	Traf2_3	1
Traf2	Traf2_4	1
Traf2	Traf2_2	1
Traf2	Traf2_5	1
Msmb	Msmb_4	1
Msmb	Msmb_3	1
Msmb	Msmb_1	1
Msmb	Msmb_2	1
Msmb	Msmb_5	1
Nav3	Nav3_4	1
Nav3	Nav3_5	1
Nav3	Nav3_2	1
Nav3	Nav3_3	1
Nav3	Nav3_1	1
Gm13177	Gm13177_1	1
Gm13177	Gm13177_2	1
Gm13177	Gm13177_4	1
Gm13177	Gm13177_5	1
Gm13177	Gm13177_3	1
Cdcp1	Cdcp1_1	1
Cdcp1	Cdcp1_2	1
Cdcp1	Cdcp1_4	1
Cdcp1	Cdcp1_5	1
Cdcp1	Cdcp1_3	1
Vmn2r108	Vmn2r108_2	1
Vmn2r108	Vmn2r108_4	1
Vmn2r108	Vmn2r108_1	1
Vmn2r108	Vmn2r108_5	1
Vmn2r108	Vmn2r108_3	1
Rnf11	Rnf11_4	1
Rnf11	Rnf11_2	1
Rnf11	Rnf11_3	1
Rnf11	Rnf11_1	1
Rnf11	Rnf11_5	1
Iyd	Iyd_4	1
Iyd	Iyd_5	1
Iyd	Iyd_2	1
Iyd	Iyd_1	1
Iyd	Iyd_3	1
3110082I17Rik	3110082I17Rik_3	1
3110082I17Rik	3110082I17Rik_2	1
3110082I17Rik	3110082I17Rik_4	1
3110082I17Rik	3110082I17Rik_5	1
3110082I17Rik	3110082I17Rik_1	1
Fancb	Fancb_5	1
Fancb	Fancb_3	1
Fancb	Fancb_4	1
Fancb	Fancb_1	1
Fancb	Fancb_2	1
Cypt4	Cypt4_3	1
Cypt4	Cypt4_1	1
Cypt4	Cypt4_5	1
Cypt4	Cypt4_2	1
Cypt4	Cypt4_4	1
Ptch2	Ptch2_4	1
Ptch2	Ptch2_1	1
Ptch2	Ptch2_3	1
Ptch2	Ptch2_2	1
Ptch2	Ptch2_5	1
Zc2hc1c	Zc2hc1c_5	1
Zc2hc1c	Zc2hc1c_3	1
Zc2hc1c	Zc2hc1c_1	1
Zc2hc1c	Zc2hc1c_2	1
Zc2hc1c	Zc2hc1c_4	1
Cdca8	Cdca8_3	1
Cdca8	Cdca8_5	1
Cdca8	Cdca8_4	1
Cdca8	Cdca8_1	1
Cdca8	Cdca8_2	1
Eppin	Eppin_3	1
Eppin	Eppin_2	1
Eppin	Eppin_5	1
Eppin	Eppin_1	1
Eppin	Eppin_4	1
Cd72	Cd72_1	1
Cd72	Cd72_2	1
Cd72	Cd72_4	1
Cd72	Cd72_5	1
Cd72	Cd72_3	1
Tpm3	Tpm3_1	1
Tpm3	Tpm3_2	1
Myadm	Myadm_1	1
Myadm	Myadm_5	1
Myadm	Myadm_2	1
Myadm	Myadm_4	1
Myadm	Myadm_3	1
Klf7	Klf7_5	1
Klf7	Klf7_3	1
Klf7	Klf7_4	1
Klf7	Klf7_2	1
Klf7	Klf7_1	1
Spdl1	Spdl1_1	1
Spdl1	Spdl1_4	1
Spdl1	Spdl1_5	1
Spdl1	Spdl1_2	1
Spdl1	Spdl1_3	1
Nphs2	Nphs2_3	1
Nphs2	Nphs2_5	1
Nphs2	Nphs2_1	1
Nphs2	Nphs2_2	1
Nphs2	Nphs2_4	1
Unc119	Unc119_4	1
Unc119	Unc119_2	1
Unc119	Unc119_5	1
Unc119	Unc119_3	1
Unc119	Unc119_1	1
Dnaja3	Dnaja3_1	1
Dnaja3	Dnaja3_2	1
Dnaja3	Dnaja3_3	1
Dnaja3	Dnaja3_5	1
Dnaja3	Dnaja3_4	1
Clcf1	Clcf1_2	1
Clcf1	Clcf1_3	1
Clcf1	Clcf1_5	1
Clcf1	Clcf1_4	1
Clcf1	Clcf1_1	1
10-Mar	March10_1	1
10-Mar	March10_3	1
10-Mar	March10_4	1
10-Mar	March10_5	1
10-Mar	March10_2	1
Gjb3	Gjb3_5	1
Gjb3	Gjb3_4	1
Gjb3	Gjb3_1	1
Gjb3	Gjb3_2	1
Gjb3	Gjb3_3	1
N4bp1	N4bp1_3	1
N4bp1	N4bp1_5	1
N4bp1	N4bp1_2	1
N4bp1	N4bp1_4	1
N4bp1	N4bp1_1	1
Ccl11	Ccl11_5	1
Ccl11	Ccl11_2	1
Ccl11	Ccl11_3	1
Ccl11	Ccl11_4	1
Ccl11	Ccl11_1	1
Xkr9	Xkr9_2	1
Xkr9	Xkr9_3	1
Xkr9	Xkr9_4	1
Xkr9	Xkr9_1	1
Xkr9	Xkr9_5	1
Cct6b	Cct6b_1	1
Cct6b	Cct6b_5	1
Cct6b	Cct6b_2	1
Cct6b	Cct6b_4	1
Cct6b	Cct6b_3	1
Tmem176a	Tmem176a_4	1
Tmem176a	Tmem176a_1	1
Tmem176a	Tmem176a_2	1
Tmem176a	Tmem176a_3	1
Tmem176a	Tmem176a_5	1
Klra17	Klra17_4	1
Klra17	Klra17_2	1
Klra17	Klra17_5	1
Klra17	Klra17_1	1
Klra17	Klra17_3	1
Polr2i	Polr2i_1	1
Polr2i	Polr2i_2	1
Polr2i	Polr2i_3	1
Polr2i	Polr2i_4	1
Polr2i	Polr2i_5	1
Pkhd1	Pkhd1_3	1
Pkhd1	Pkhd1_4	1
Pkhd1	Pkhd1_2	1
Pkhd1	Pkhd1_5	1
Pkhd1	Pkhd1_1	1
Vtcn1	Vtcn1_4	1
Vtcn1	Vtcn1_2	1
Vtcn1	Vtcn1_1	1
Vtcn1	Vtcn1_5	1
Vtcn1	Vtcn1_3	1
Vmn1r38	Vmn1r38_1	1
Gnl3	Gnl3_4	1
Gnl3	Gnl3_2	1
Gnl3	Gnl3_3	1
Gnl3	Gnl3_5	1
Gnl3	Gnl3_1	1
Ncapd2	Ncapd2_3	1
Ncapd2	Ncapd2_4	1
Ncapd2	Ncapd2_2	1
Ncapd2	Ncapd2_1	1
Ncapd2	Ncapd2_5	1
Psmd3	Psmd3_5	1
Psmd3	Psmd3_3	1
Psmd3	Psmd3_1	1
Psmd3	Psmd3_2	1
Psmd3	Psmd3_4	1
Rhox10	Rhox10_3	1
Rhox10	Rhox10_1	1
Rhox10	Rhox10_4	1
Rhox10	Rhox10_2	1
Rhox10	Rhox10_5	1
Sec14l5	Sec14l5_2	1
Sec14l5	Sec14l5_5	1
Sec14l5	Sec14l5_1	1
Sec14l5	Sec14l5_4	1
Sec14l5	Sec14l5_3	1
Dlx6	Dlx6_4	1
Dlx6	Dlx6_1	1
Dlx6	Dlx6_5	1
Dlx6	Dlx6_3	1
Dlx6	Dlx6_2	1
Scp2	Scp2_4	1
Scp2	Scp2_3	1
Scp2	Scp2_1	1
Scp2	Scp2_2	1
Scp2	Scp2_5	1
Prr9	Prr9_4	1
Prr9	Prr9_5	1
Prr9	Prr9_2	1
Prr9	Prr9_3	1
Prr9	Prr9_1	1
Lyzl1	Lyzl1_1	1
Lyzl1	Lyzl1_3	1
Lyzl1	Lyzl1_4	1
Lyzl1	Lyzl1_2	1
Lyzl1	Lyzl1_5	1
9530002B09Rik	9530002B09Rik_2	1
9530002B09Rik	9530002B09Rik_4	1
9530002B09Rik	9530002B09Rik_1	1
9530002B09Rik	9530002B09Rik_5	1
9530002B09Rik	9530002B09Rik_3	1
Rhbdf2	Rhbdf2_5	1
Rhbdf2	Rhbdf2_3	1
Rhbdf2	Rhbdf2_4	1
Rhbdf2	Rhbdf2_1	1
Rhbdf2	Rhbdf2_2	1
Phf10	Phf10_4	1
Phf10	Phf10_2	1
Phf10	Phf10_3	1
Phf10	Phf10_5	1
Phf10	Phf10_1	1
Lrfn3	Lrfn3_1	1
Lrfn3	Lrfn3_2	1
Lrfn3	Lrfn3_3	1
Lrfn3	Lrfn3_5	1
Lrfn3	Lrfn3_4	1
Olfr514	Olfr514_4	1
Olfr514	Olfr514_5	1
Olfr514	Olfr514_2	1
Olfr514	Olfr514_3	1
Olfr514	Olfr514_1	1
Olfr464	Olfr464_3	1
Olfr464	Olfr464_4	1
Olfr464	Olfr464_5	1
Olfr464	Olfr464_1	1
Olfr464	Olfr464_2	1
Vps4b	Vps4b_4	1
Vps4b	Vps4b_2	1
Vps4b	Vps4b_5	1
Vps4b	Vps4b_3	1
Vps4b	Vps4b_1	1
Prss33	Prss33_1	1
Prss33	Prss33_2	1
Prss33	Prss33_5	1
Prss33	Prss33_4	1
Prss33	Prss33_3	1
Serpina3n	Serpina3n_2	1
Serpina3n	Serpina3n_4	1
Serpina3n	Serpina3n_3	1
Serpina3n	Serpina3n_5	1
Serpina3n	Serpina3n_1	1
Zfp780b	Zfp780b_5	1
Zfp780b	Zfp780b_3	1
Zfp780b	Zfp780b_1	1
Zfp780b	Zfp780b_4	1
Zfp780b	Zfp780b_2	1
Slc35b2	Slc35b2_1	1
Slc35b2	Slc35b2_3	1
Slc35b2	Slc35b2_5	1
Slc35b2	Slc35b2_4	1
Slc35b2	Slc35b2_2	1
Rnf17	Rnf17_3	1
Rnf17	Rnf17_2	1
Rnf17	Rnf17_4	1
Rnf17	Rnf17_5	1
Rnf17	Rnf17_1	1
Mrps23	Mrps23_4	1
Mrps23	Mrps23_1	1
Mrps23	Mrps23_3	1
Mrps23	Mrps23_2	1
Mrps23	Mrps23_5	1
Tmem26	Tmem26_2	1
Tmem26	Tmem26_3	1
Tmem26	Tmem26_1	1
Tmem26	Tmem26_4	1
Tmem26	Tmem26_5	1
Gabrr3	Gabrr3_3	1
Gabrr3	Gabrr3_5	1
Gabrr3	Gabrr3_4	1
Gabrr3	Gabrr3_1	1
Gabrr3	Gabrr3_2	1
Spidr	Spidr_5	1
Spidr	Spidr_4	1
Spidr	Spidr_3	1
Spidr	Spidr_2	1
Spidr	Spidr_1	1
Rbbp6	Rbbp6_5	1
Rbbp6	Rbbp6_2	1
Rbbp6	Rbbp6_4	1
Rbbp6	Rbbp6_3	1
Rbbp6	Rbbp6_1	1
Cds1	Cds1_5	1
Cds1	Cds1_4	1
Cds1	Cds1_3	1
Cds1	Cds1_2	1
Cds1	Cds1_1	1
Dlx4	Dlx4_1	1
Dlx4	Dlx4_3	1
Dlx4	Dlx4_2	1
Dlx4	Dlx4_4	1
Dlx4	Dlx4_5	1
Rprm	Rprm_4	1
Rprm	Rprm_5	1
Rprm	Rprm_2	1
Rprm	Rprm_1	1
Rprm	Rprm_3	1
Rgs14	Rgs14_2	1
Rgs14	Rgs14_5	1
Rgs14	Rgs14_4	1
Rgs14	Rgs14_3	1
Rgs14	Rgs14_1	1
Dhh	Dhh_3	1
Dhh	Dhh_4	1
Dhh	Dhh_5	1
Dhh	Dhh_2	1
Dhh	Dhh_1	1
Tll1	Tll1_5	1
Tll1	Tll1_2	1
Tll1	Tll1_1	1
Tll1	Tll1_3	1
Tll1	Tll1_4	1
4921539E11Rik	4921539E11Rik_5	1
4921539E11Rik	4921539E11Rik_1	1
4921539E11Rik	4921539E11Rik_3	1
4921539E11Rik	4921539E11Rik_4	1
4921539E11Rik	4921539E11Rik_2	1
Sypl	Sypl_5	1
Sypl	Sypl_1	1
Sypl	Sypl_3	1
Sypl	Sypl_2	1
Sypl	Sypl_4	1
Ap1s2	Ap1s2_5	1
Ap1s2	Ap1s2_4	1
Ap1s2	Ap1s2_1	1
Ap1s2	Ap1s2_2	1
Ap1s2	Ap1s2_3	1
Phf6	Phf6_3	1
Phf6	Phf6_1	1
Phf6	Phf6_4	1
Phf6	Phf6_2	1
Phf6	Phf6_5	1
Spata6	Spata6_3	1
Spata6	Spata6_4	1
Spata6	Spata6_5	1
Spata6	Spata6_1	1
Spata6	Spata6_2	1
Bsph1	Bsph1_5	1
Bsph1	Bsph1_4	1
Bsph1	Bsph1_1	1
Bsph1	Bsph1_2	1
Bsph1	Bsph1_3	1
Xndc1	Xndc1_1	1
Xndc1	Xndc1_4	1
Xndc1	Xndc1_3	1
Xndc1	Xndc1_2	1
Xndc1	Xndc1_5	1
Vmn2r24	Vmn2r24_3	1
Vmn2r24	Vmn2r24_5	1
Vmn2r24	Vmn2r24_1	1
Vmn2r24	Vmn2r24_4	1
Vmn2r24	Vmn2r24_2	1
Ankle1	Ankle1_1	1
Ankle1	Ankle1_5	1
Ankle1	Ankle1_4	1
Ankle1	Ankle1_2	1
Ankle1	Ankle1_3	1
Gjd2	Gjd2_3	1
Gjd2	Gjd2_1	1
Gjd2	Gjd2_5	1
Gjd2	Gjd2_2	1
Gjd2	Gjd2_4	1
Tcaf2	Tcaf2_3	1
Tcaf2	Tcaf2_1	1
Tcaf2	Tcaf2_5	1
Tcaf2	Tcaf2_2	1
Tcaf2	Tcaf2_4	1
Ccdc159	Ccdc159_2	1
Ccdc159	Ccdc159_3	1
Ccdc159	Ccdc159_4	1
Ccdc159	Ccdc159_1	1
Ccdc159	Ccdc159_5	1
Acot8	Acot8_4	1
Acot8	Acot8_5	1
Acot8	Acot8_1	1
Acot8	Acot8_2	1
Acot8	Acot8_3	1
Fcrla	Fcrla_1	1
Fcrla	Fcrla_4	1
Fcrla	Fcrla_3	1
Fcrla	Fcrla_5	1
Fcrla	Fcrla_2	1
Ttc24	Ttc24_3	1
Ttc24	Ttc24_1	1
Ttc24	Ttc24_2	1
Ttc24	Ttc24_5	1
Ttc24	Ttc24_4	1
Igfbp2	Igfbp2_1	1
Igfbp2	Igfbp2_5	1
Igfbp2	Igfbp2_2	1
Igfbp2	Igfbp2_3	1
Igfbp2	Igfbp2_4	1
Actb	Actb_3	1
Actb	Actb_5	1
Actb	Actb_2	1
Actb	Actb_1	1
Actb	Actb_4	1
Kcnt1	Kcnt1_2	1
Kcnt1	Kcnt1_3	1
Kcnt1	Kcnt1_5	1
Kcnt1	Kcnt1_4	1
Kcnt1	Kcnt1_1	1
Uhrf1bp1	Uhrf1bp1_2	1
Uhrf1bp1	Uhrf1bp1_5	1
Uhrf1bp1	Uhrf1bp1_1	1
Uhrf1bp1	Uhrf1bp1_4	1
Uhrf1bp1	Uhrf1bp1_3	1
Apbb2	Apbb2_3	1
Apbb2	Apbb2_1	1
Apbb2	Apbb2_2	1
Apbb2	Apbb2_4	1
Apbb2	Apbb2_5	1
Cacna1s	Cacna1s_4	1
Cacna1s	Cacna1s_3	1
Cacna1s	Cacna1s_2	1
Cacna1s	Cacna1s_5	1
Cacna1s	Cacna1s_1	1
AK157302	AK157302_1	1
Dnal4	Dnal4_2	1
Dnal4	Dnal4_4	1
Dnal4	Dnal4_3	1
Dnal4	Dnal4_1	1
Dnal4	Dnal4_5	1
Nobox	Nobox_1	1
Nobox	Nobox_5	1
Nobox	Nobox_4	1
Nobox	Nobox_3	1
Nobox	Nobox_2	1
Sms	Sms_1	1
Sms	Sms_4	1
Sms	Sms_5	1
Sms	Sms_2	1
Sms	Sms_3	1
Rfxank	Rfxank_5	1
Rfxank	Rfxank_4	1
Rfxank	Rfxank_3	1
Rfxank	Rfxank_1	1
Rfxank	Rfxank_2	1
AI846148	AI846148_1	1
AI846148	AI846148_4	1
AI846148	AI846148_3	1
AI846148	AI846148_5	1
AI846148	AI846148_2	1
Uck1	Uck1_4	1
Uck1	Uck1_5	1
Uck1	Uck1_3	1
Uck1	Uck1_1	1
Uck1	Uck1_2	1
Klf5	Klf5_1	1
Klf5	Klf5_3	1
Klf5	Klf5_2	1
Klf5	Klf5_4	1
Klf5	Klf5_5	1
Lyrm2	Lyrm2_1	1
Lyrm2	Lyrm2_4	1
Lyrm2	Lyrm2_5	1
Lyrm2	Lyrm2_2	1
Lyrm2	Lyrm2_3	1
Tm4sf4	Tm4sf4_1	1
Tm4sf4	Tm4sf4_3	1
Tm4sf4	Tm4sf4_5	1
Tm4sf4	Tm4sf4_4	1
Tm4sf4	Tm4sf4_2	1
Hacd4	Hacd4_4	1
Hacd4	Hacd4_1	1
Hacd4	Hacd4_5	1
Hacd4	Hacd4_3	1
Hacd4	Hacd4_2	1
Snrpa	Snrpa_5	1
Snrpa	Snrpa_2	1
Snrpa	Snrpa_4	1
Snrpa	Snrpa_3	1
Snrpa	Snrpa_1	1
Lima1	Lima1_4	1
Lima1	Lima1_1	1
Lima1	Lima1_5	1
Lima1	Lima1_3	1
Lima1	Lima1_2	1
Pigc	Pigc_4	1
Pigc	Pigc_3	1
Pigc	Pigc_1	1
Pigc	Pigc_2	1
Pigc	Pigc_5	1
Map1lc3a	Map1lc3a_3	1
Map1lc3a	Map1lc3a_5	1
Map1lc3a	Map1lc3a_4	1
Map1lc3a	Map1lc3a_2	1
Map1lc3a	Map1lc3a_1	1
Rhox2h	Rhox2h_2	1
Rhox2h	Rhox2h_1	1
Gdf6	Gdf6_5	1
Gdf6	Gdf6_4	1
Gdf6	Gdf6_3	1
Gdf6	Gdf6_1	1
Gdf6	Gdf6_2	1
Rps6ka4	Rps6ka4_3	1
Rps6ka4	Rps6ka4_1	1
Rps6ka4	Rps6ka4_4	1
Rps6ka4	Rps6ka4_2	1
Rps6ka4	Rps6ka4_5	1
9830107B12Rik	9830107B12Rik_3	1
9830107B12Rik	9830107B12Rik_4	1
9830107B12Rik	9830107B12Rik_2	1
9830107B12Rik	9830107B12Rik_1	1
Mrpl17	Mrpl17_3	1
Mrpl17	Mrpl17_4	1
Mrpl17	Mrpl17_1	1
Mrpl17	Mrpl17_2	1
Mrpl17	Mrpl17_5	1
Actn4	Actn4_4	1
Actn4	Actn4_5	1
Actn4	Actn4_2	1
Actn4	Actn4_3	1
Actn4	Actn4_1	1
Dazl	Dazl_1	1
Dazl	Dazl_3	1
Dazl	Dazl_2	1
Dazl	Dazl_5	1
Dazl	Dazl_4	1
Slc9a3r2	Slc9a3r2_3	1
Slc9a3r2	Slc9a3r2_5	1
Slc9a3r2	Slc9a3r2_1	1
Slc9a3r2	Slc9a3r2_2	1
Slc9a3r2	Slc9a3r2_4	1
Piezo1	Piezo1_5	1
Piezo1	Piezo1_4	1
Piezo1	Piezo1_2	1
Piezo1	Piezo1_3	1
Piezo1	Piezo1_1	1
Npdc1	Npdc1_5	1
Npdc1	Npdc1_4	1
Npdc1	Npdc1_3	1
Npdc1	Npdc1_2	1
Npdc1	Npdc1_1	1
Tmprss3	Tmprss3_4	1
Tmprss3	Tmprss3_5	1
Tmprss3	Tmprss3_1	1
Tmprss3	Tmprss3_3	1
Tmprss3	Tmprss3_2	1
