Gene	sgRNA	eff
Dmxl2	Dmxl2_1	1
Dmxl2	Dmxl2_4	1
Dmxl2	Dmxl2_2	1
Dmxl2	Dmxl2_5	1
Pet2	Pet2_2	1
Pet2	Pet2_4	1
Pet2	Pet2_5	1
Pet2	Pet2_1	1
Pet2	Pet2_3	1
S1pr2	S1pr2_1	1
S1pr2	S1pr2_4	1
S1pr2	S1pr2_5	1
S1pr2	S1pr2_3	1
S1pr2	S1pr2_2	1
Sec31b	Sec31b_3	1
Sec31b	Sec31b_5	1
Sec31b	Sec31b_4	1
Sec31b	Sec31b_1	1
Sec31b	Sec31b_2	1
Akap8	Akap8_2	1
Akap8	Akap8_3	1
Akap8	Akap8_4	1
Akap8	Akap8_1	1
Akap8	Akap8_5	1
Naa16	Naa16_3	1
Naa16	Naa16_5	1
Naa16	Naa16_2	1
Naa16	Naa16_4	1
Naa16	Naa16_1	1
Zfp551	Zfp551_4	1
Zfp551	Zfp551_3	1
Zfp551	Zfp551_1	1
Zfp551	Zfp551_2	1
Zfp551	Zfp551_5	1
Eps8l1	Eps8l1_5	1
Eps8l1	Eps8l1_4	1
Eps8l1	Eps8l1_1	1
Eps8l1	Eps8l1_3	1
Eps8l1	Eps8l1_2	1
Grem2	Grem2_4	1
Grem2	Grem2_3	1
Grem2	Grem2_1	1
Grem2	Grem2_5	1
Grem2	Grem2_2	1
Tpcn2	Tpcn2_3	1
Tpcn2	Tpcn2_5	1
Tpcn2	Tpcn2_4	1
Tpcn2	Tpcn2_2	1
Tpcn2	Tpcn2_1	1
Sostdc1	Sostdc1_4	1
Sostdc1	Sostdc1_5	1
Sostdc1	Sostdc1_2	1
Sostdc1	Sostdc1_1	1
Sostdc1	Sostdc1_3	1
Vps41	Vps41_5	1
Vps41	Vps41_4	1
Vps41	Vps41_3	1
Vps41	Vps41_2	1
Vps41	Vps41_1	1
Ndufa12	Ndufa12_4	1
Ndufa12	Ndufa12_2	1
Ndufa12	Ndufa12_3	1
Ndufa12	Ndufa12_5	1
Ndufa12	Ndufa12_1	1
Gpr146	Gpr146_1	1
Gpr146	Gpr146_4	1
Gpr146	Gpr146_3	1
Gpr146	Gpr146_2	1
Gpr146	Gpr146_5	1
Ltf	Ltf_3	1
Ltf	Ltf_2	1
Ltf	Ltf_4	1
Ltf	Ltf_5	1
Ltf	Ltf_1	1
Thap11	Thap11_1	1
Thap11	Thap11_2	1
Thap11	Thap11_4	1
Thap11	Thap11_5	1
Thap11	Thap11_3	1
S100z	S100z_2	1
S100z	S100z_5	1
S100z	S100z_3	1
S100z	S100z_1	1
S100z	S100z_4	1
Gsc2	Gsc2_3	1
Gsc2	Gsc2_5	1
Gsc2	Gsc2_1	1
Gsc2	Gsc2_2	1
Gsc2	Gsc2_4	1
Taf7l	Taf7l_5	1
Taf7l	Taf7l_2	1
Taf7l	Taf7l_4	1
Taf7l	Taf7l_3	1
Taf7l	Taf7l_1	1
Tspan15	Tspan15_4	1
Tspan15	Tspan15_5	1
Tspan15	Tspan15_1	1
Tspan15	Tspan15_3	1
Tspan15	Tspan15_2	1
Tmem79	Tmem79_2	1
Tmem79	Tmem79_4	1
Tmem79	Tmem79_5	1
Tmem79	Tmem79_1	1
Tmem79	Tmem79_3	1
Chd7	Chd7_4	1
Chd7	Chd7_2	1
Chd7	Chd7_5	1
Chd7	Chd7_3	1
Chd7	Chd7_1	1
2300005B03Rik	2300005B03Rik_2	1
2300005B03Rik	2300005B03Rik_1	1
2300005B03Rik	2300005B03Rik_3	1
2300005B03Rik	2300005B03Rik_5	1
2300005B03Rik	2300005B03Rik_4	1
Olfr893	Olfr893_4	1
Olfr893	Olfr893_2	1
Olfr893	Olfr893_5	1
Olfr893	Olfr893_1	1
Olfr893	Olfr893_3	1
Gm17677	Gm17677_3	1
Gm17677	Gm17677_2	1
Gm17677	Gm17677_1	1
Nsmce2	Nsmce2_1	1
Nsmce2	Nsmce2_2	1
Nsmce2	Nsmce2_5	1
Nsmce2	Nsmce2_4	1
Nsmce2	Nsmce2_3	1
Klhl8	Klhl8_4	1
Klhl8	Klhl8_5	1
Klhl8	Klhl8_1	1
Klhl8	Klhl8_3	1
Klhl8	Klhl8_2	1
Serpinb3d	Serpinb3d_5	1
Serpinb3d	Serpinb3d_2	1
Serpinb3d	Serpinb3d_1	1
Serpinb3d	Serpinb3d_4	1
Serpinb3d	Serpinb3d_3	1
Mrgprg	Mrgprg_3	1
Mrgprg	Mrgprg_2	1
Mrgprg	Mrgprg_4	1
Mrgprg	Mrgprg_5	1
Mrgprg	Mrgprg_1	1
Atg4c	Atg4c_3	1
Atg4c	Atg4c_1	1
Atg4c	Atg4c_5	1
Atg4c	Atg4c_2	1
Atg4c	Atg4c_4	1
Olfr417	Olfr417_5	1
Olfr417	Olfr417_3	1
Olfr417	Olfr417_2	1
Olfr417	Olfr417_4	1
Olfr417	Olfr417_1	1
5-Mar	March5_1	1
5-Mar	March5_3	1
5-Mar	March5_2	1
5-Mar	March5_4	1
5-Mar	March5_5	1
Ptgds	Ptgds_3	1
Ptgds	Ptgds_4	1
Ptgds	Ptgds_5	1
Ptgds	Ptgds_1	1
Ptgds	Ptgds_2	1
Syn2	Syn2_5	1
Syn2	Syn2_4	1
Syn2	Syn2_3	1
Syn2	Syn2_1	1
Syn2	Syn2_2	1
Cdc40	Cdc40_2	1
Cdc40	Cdc40_1	1
Cdc40	Cdc40_4	1
Cdc40	Cdc40_3	1
Cdc40	Cdc40_5	1
Blmh	Blmh_5	1
Blmh	Blmh_2	1
Blmh	Blmh_3	1
Blmh	Blmh_4	1
Blmh	Blmh_1	1
Gfod1	Gfod1_1	1
Gfod1	Gfod1_4	1
Gfod1	Gfod1_2	1
Gfod1	Gfod1_5	1
Gfod1	Gfod1_3	1
Pbx4	Pbx4_1	1
Pbx4	Pbx4_2	1
Pbx4	Pbx4_3	1
Pbx4	Pbx4_5	1
Pbx4	Pbx4_4	1
Sharpin	Sharpin_3	1
Sharpin	Sharpin_2	1
Sharpin	Sharpin_4	1
Sharpin	Sharpin_5	1
Sharpin	Sharpin_1	1
Fam57a	Fam57a_1	1
Fam57a	Fam57a_2	1
Fam57a	Fam57a_5	1
Fam57a	Fam57a_4	1
Fam57a	Fam57a_3	1
Gstm3	Gstm3_1	1
Gstm3	Gstm3_4	1
Gstm3	Gstm3_2	1
Gstm3	Gstm3_5	1
Gstm3	Gstm3_3	1
Cpsf1	Cpsf1_2	1
Cpsf1	Cpsf1_3	1
Cpsf1	Cpsf1_4	1
Cpsf1	Cpsf1_1	1
Cpsf1	Cpsf1_5	1
V1rd19	V1rd19_2	1
V1rd19	V1rd19_1	1
V1rd19	V1rd19_3	1
Trim30d	Trim30d_4	1
Trim30d	Trim30d_3	1
Trim30d	Trim30d_2	1
Trim30d	Trim30d_5	1
Trim30d	Trim30d_1	1
Gm3898	Gm3898_4	1
Gm3898	Gm3898_3	1
Gm3898	Gm3898_2	1
Gm3898	Gm3898_1	1
Pllp	Pllp_3	1
Pllp	Pllp_4	1
Pllp	Pllp_5	1
Pllp	Pllp_2	1
Pllp	Pllp_1	1
Pla2g2c	Pla2g2c_4	1
Pla2g2c	Pla2g2c_1	1
Pla2g2c	Pla2g2c_2	1
Pla2g2c	Pla2g2c_5	1
Pla2g2c	Pla2g2c_3	1
Wdr64	Wdr64_1	1
Wdr64	Wdr64_2	1
Wdr64	Wdr64_4	1
Wdr64	Wdr64_3	1
Wdr64	Wdr64_5	1
Zfp397	Zfp397_1	1
Zfp397	Zfp397_2	1
Zfp397	Zfp397_5	1
Zfp397	Zfp397_4	1
Zfp397	Zfp397_3	1
Arfip2	Arfip2_4	1
Arfip2	Arfip2_5	1
Arfip2	Arfip2_1	1
Arfip2	Arfip2_2	1
Arfip2	Arfip2_3	1
Ugt1a5	Ugt1a5_2	1
Ugt1a5	Ugt1a5_1	1
Ugt1a5	Ugt1a5_4	1
Ugt1a5	Ugt1a5_3	1
Ugt1a5	Ugt1a5_5	1
Tmem18	Tmem18_4	1
Tmem18	Tmem18_1	1
Tmem18	Tmem18_2	1
Tmem18	Tmem18_3	1
Tmem18	Tmem18_5	1
Atp2c1	Atp2c1_1	1
Atp2c1	Atp2c1_2	1
Atp2c1	Atp2c1_5	1
Atp2c1	Atp2c1_3	1
Atp2c1	Atp2c1_4	1
Uqcr10	Uqcr10_2	1
Uqcr10	Uqcr10_3	1
Uqcr10	Uqcr10_1	1
Uqcr10	Uqcr10_5	1
Uqcr10	Uqcr10_4	1
E130012A19Rik	E130012A19Rik_4	1
E130012A19Rik	E130012A19Rik_1	1
E130012A19Rik	E130012A19Rik_3	1
E130012A19Rik	E130012A19Rik_2	1
E130012A19Rik	E130012A19Rik_5	1
Ube2d2b	Ube2d2b_3	1
Ube2d2b	Ube2d2b_2	1
Ube2d2b	Ube2d2b_5	1
Ube2d2b	Ube2d2b_4	1
Ube2d2b	Ube2d2b_1	1
Gypa	Gypa_3	1
Gypa	Gypa_1	1
Gypa	Gypa_5	1
Gypa	Gypa_2	1
Gypa	Gypa_4	1
Phex	Phex_5	1
Phex	Phex_2	1
Phex	Phex_3	1
Phex	Phex_4	1
Phex	Phex_1	1
Sost	Sost_1	1
Sost	Sost_3	1
Sost	Sost_2	1
Sost	Sost_5	1
Sost	Sost_4	1
Tmem215	Tmem215_1	1
Tmem215	Tmem215_5	1
Tmem215	Tmem215_4	1
Tmem215	Tmem215_2	1
Tmem215	Tmem215_3	1
Olfr1024	Olfr1024_3	1
Olfr1024	Olfr1024_2	1
Olfr1024	Olfr1024_5	1
Olfr1024	Olfr1024_4	1
Olfr1024	Olfr1024_1	1
Olfr1123	Olfr1123_1	1
Olfr1123	Olfr1123_2	1
Olfr1123	Olfr1123_5	1
Olfr1123	Olfr1123_3	1
Olfr1123	Olfr1123_4	1
Slc31a1	Slc31a1_1	1
Slc31a1	Slc31a1_3	1
Slc31a1	Slc31a1_2	1
Slc31a1	Slc31a1_4	1
Slc31a1	Slc31a1_5	1
Jchain	Jchain_2	1
Jchain	Jchain_5	1
Jchain	Jchain_4	1
Jchain	Jchain_1	1
Jchain	Jchain_3	1
Mkks	Mkks_1	1
Mkks	Mkks_3	1
Mkks	Mkks_5	1
Mkks	Mkks_4	1
Mkks	Mkks_2	1
Olfr1338	Olfr1338_5	1
Olfr1338	Olfr1338_1	1
Olfr1338	Olfr1338_3	1
Olfr1338	Olfr1338_2	1
Olfr1338	Olfr1338_4	1
Erich1	Erich1_4	1
Erich1	Erich1_2	1
Erich1	Erich1_5	1
Erich1	Erich1_1	1
Erich1	Erich1_3	1
4930438A08Rik	4930438A08Rik_3	1
4930438A08Rik	4930438A08Rik_5	1
4930438A08Rik	4930438A08Rik_4	1
4930438A08Rik	4930438A08Rik_1	1
4930438A08Rik	4930438A08Rik_2	1
Bcl9l	Bcl9l_3	1
Bcl9l	Bcl9l_4	1
Bcl9l	Bcl9l_1	1
Bcl9l	Bcl9l_2	1
Bcl9l	Bcl9l_5	1
Tdpoz1	Tdpoz1_1	1
Kdsr	Kdsr_2	1
Kdsr	Kdsr_4	1
Kdsr	Kdsr_5	1
Kdsr	Kdsr_1	1
Kdsr	Kdsr_3	1
Prss23	Prss23_3	1
Prss23	Prss23_4	1
Prss23	Prss23_2	1
Prss23	Prss23_5	1
Prss23	Prss23_1	1
Rtl1	Rtl1_4	1
Rtl1	Rtl1_1	1
Rtl1	Rtl1_3	1
Rtl1	Rtl1_2	1
Rtl1	Rtl1_5	1
Slc45a1	Slc45a1_2	1
Slc45a1	Slc45a1_1	1
Slc45a1	Slc45a1_4	1
Slc45a1	Slc45a1_5	1
Slc45a1	Slc45a1_3	1
Slc25a44	Slc25a44_2	1
Slc25a44	Slc25a44_5	1
Slc25a44	Slc25a44_4	1
Slc25a44	Slc25a44_3	1
Slc25a44	Slc25a44_1	1
Gamt	Gamt_5	1
Gamt	Gamt_4	1
Gamt	Gamt_2	1
Gamt	Gamt_3	1
Gamt	Gamt_1	1
Spata25	Spata25_5	1
Spata25	Spata25_3	1
Spata25	Spata25_4	1
Spata25	Spata25_2	1
Spata25	Spata25_1	1
Upk1b	Upk1b_2	1
Upk1b	Upk1b_1	1
Upk1b	Upk1b_5	1
Upk1b	Upk1b_4	1
Upk1b	Upk1b_3	1
Cadm1	Cadm1_4	1
Cadm1	Cadm1_1	1
Cadm1	Cadm1_2	1
Cadm1	Cadm1_3	1
Cadm1	Cadm1_5	1
Dcaf17	Dcaf17_3	1
Dcaf17	Dcaf17_2	1
Dcaf17	Dcaf17_1	1
Dcaf17	Dcaf17_4	1
Dcaf17	Dcaf17_5	1
Sox17	Sox17_3	1
Sox17	Sox17_4	1
Sox17	Sox17_5	1
Sox17	Sox17_2	1
Sox17	Sox17_1	1
Msh4	Msh4_5	1
Msh4	Msh4_2	1
Msh4	Msh4_1	1
Msh4	Msh4_4	1
Msh4	Msh4_3	1
Cptp	Cptp_4	1
Cptp	Cptp_2	1
Cptp	Cptp_1	1
Cptp	Cptp_5	1
Cptp	Cptp_3	1
H2-Eb1	H2-Eb1_2	1
H2-Eb1	H2-Eb1_5	1
H2-Eb1	H2-Eb1_4	1
H2-Eb1	H2-Eb1_3	1
H2-Eb1	H2-Eb1_1	1
Olfr1153	Olfr1153_4	1
Olfr1153	Olfr1153_2	1
Olfr1153	Olfr1153_5	1
Olfr1153	Olfr1153_3	1
Olfr1153	Olfr1153_1	1
Cd320	Cd320_2	1
Cd320	Cd320_4	1
Cd320	Cd320_3	1
Cd320	Cd320_1	1
Cd320	Cd320_5	1
B020031M17Rik	B020031M17Rik_3	1
B020031M17Rik	B020031M17Rik_1	1
B020031M17Rik	B020031M17Rik_4	1
B020031M17Rik	B020031M17Rik_2	1
Adprm	Adprm_3	1
Adprm	Adprm_2	1
Adprm	Adprm_4	1
Adprm	Adprm_5	1
Adprm	Adprm_1	1
Mospd2	Mospd2_1	1
Mospd2	Mospd2_2	1
Mospd2	Mospd2_4	1
Mospd2	Mospd2_3	1
Mospd2	Mospd2_5	1
Mybl1	Mybl1_4	1
Mybl1	Mybl1_5	1
Mybl1	Mybl1_1	1
Mybl1	Mybl1_3	1
Mybl1	Mybl1_2	1
H2bfm	H2bfm_4	1
H2bfm	H2bfm_5	1
H2bfm	H2bfm_1	1
H2bfm	H2bfm_2	1
H2bfm	H2bfm_3	1
Aph1c	Aph1c_1	1
Aph1c	Aph1c_5	1
Aph1c	Aph1c_3	1
Aph1c	Aph1c_4	1
Aph1c	Aph1c_2	1
Nacad	Nacad_1	1
Nacad	Nacad_2	1
Nacad	Nacad_4	1
Nacad	Nacad_5	1
Nacad	Nacad_3	1
Trak1	Trak1_5	1
Trak1	Trak1_4	1
Trak1	Trak1_3	1
Trak1	Trak1_2	1
Trak1	Trak1_1	1
Maea	Maea_2	1
Maea	Maea_4	1
Maea	Maea_1	1
Maea	Maea_3	1
Maea	Maea_5	1
Rere	Rere_2	1
Rere	Rere_4	1
Rere	Rere_5	1
Rere	Rere_1	1
Rere	Rere_3	1
Klk5	Klk5_3	1
Klk5	Klk5_5	1
Klk5	Klk5_1	1
Klk5	Klk5_2	1
Klk5	Klk5_4	1
Scgb2b27	Scgb2b27_2	1
Scgb2b27	Scgb2b27_5	1
Scgb2b27	Scgb2b27_3	1
Scgb2b27	Scgb2b27_1	1
Scgb2b27	Scgb2b27_4	1
Ckap5	Ckap5_5	1
Ckap5	Ckap5_2	1
Ckap5	Ckap5_4	1
Ckap5	Ckap5_1	1
Ckap5	Ckap5_3	1
Olfr1505	Olfr1505_1	1
Olfr1505	Olfr1505_2	1
Dip2c	Dip2c_5	1
Dip2c	Dip2c_4	1
Dip2c	Dip2c_2	1
Dip2c	Dip2c_3	1
Dip2c	Dip2c_1	1
Arhgap35	Arhgap35_1	1
Arhgap35	Arhgap35_3	1
Arhgap35	Arhgap35_5	1
Arhgap35	Arhgap35_4	1
Arhgap35	Arhgap35_2	1
Btbd3	Btbd3_2	1
Btbd3	Btbd3_4	1
Btbd3	Btbd3_5	1
Btbd3	Btbd3_1	1
Btbd3	Btbd3_3	1
8030474K03Rik	8030474K03Rik_2	1
8030474K03Rik	8030474K03Rik_3	1
8030474K03Rik	8030474K03Rik_1	1
8030474K03Rik	8030474K03Rik_4	1
8030474K03Rik	8030474K03Rik_5	1
Pias2	Pias2_2	1
Pias2	Pias2_4	1
Pias2	Pias2_1	1
Pias2	Pias2_3	1
Pias2	Pias2_5	1
Fcrl6	Fcrl6_1	1
Fcrl6	Fcrl6_5	1
Fcrl6	Fcrl6_3	1
Fcrl6	Fcrl6_2	1
Fcrl6	Fcrl6_4	1
St18	St18_4	1
St18	St18_1	1
St18	St18_3	1
St18	St18_5	1
St18	St18_2	1
Arnt	Arnt_4	1
Arnt	Arnt_5	1
Arnt	Arnt_3	1
Arnt	Arnt_2	1
Arnt	Arnt_1	1
Ankrd60	Ankrd60_3	1
Ankrd60	Ankrd60_4	1
Ankrd60	Ankrd60_1	1
Ankrd60	Ankrd60_5	1
Ankrd60	Ankrd60_2	1
Ift140	Ift140_1	1
Ift140	Ift140_2	1
Ift140	Ift140_3	1
Ift140	Ift140_4	1
Ift140	Ift140_5	1
Rinl	Rinl_4	1
Rinl	Rinl_5	1
Rinl	Rinl_3	1
Rinl	Rinl_2	1
Rinl	Rinl_1	1
Ceacam5	Ceacam5_4	1
Ceacam5	Ceacam5_1	1
Ceacam5	Ceacam5_5	1
Ceacam5	Ceacam5_2	1
Ceacam5	Ceacam5_3	1
Acbd3	Acbd3_2	1
Acbd3	Acbd3_5	1
Acbd3	Acbd3_4	1
Acbd3	Acbd3_1	1
Acbd3	Acbd3_3	1
Tspan14	Tspan14_2	1
Tspan14	Tspan14_5	1
Tspan14	Tspan14_4	1
Tspan14	Tspan14_3	1
Tspan14	Tspan14_1	1
Ippk	Ippk_5	1
Ippk	Ippk_2	1
Ippk	Ippk_4	1
Ippk	Ippk_1	1
Ippk	Ippk_3	1
Mknk1	Mknk1_3	1
Mknk1	Mknk1_5	1
Mknk1	Mknk1_4	1
Mknk1	Mknk1_2	1
Mknk1	Mknk1_1	1
Nrd1	Nrd1_2	1
Nrd1	Nrd1_3	1
Nrd1	Nrd1_4	1
Nrd1	Nrd1_5	1
Nrd1	Nrd1_1	1
Zfp574	Zfp574_4	1
Zfp574	Zfp574_5	1
Zfp574	Zfp574_1	1
Zfp574	Zfp574_3	1
Zfp574	Zfp574_2	1
Rtn4	Rtn4_4	1
Rtn4	Rtn4_1	1
Rtn4	Rtn4_3	1
Rtn4	Rtn4_5	1
Rtn4	Rtn4_2	1
Tbx20	Tbx20_2	1
Tbx20	Tbx20_1	1
Tbx20	Tbx20_5	1
Tbx20	Tbx20_4	1
Tbx20	Tbx20_3	1
Gpr61	Gpr61_2	1
Gpr61	Gpr61_3	1
Gpr61	Gpr61_5	1
Gpr61	Gpr61_4	1
Gpr61	Gpr61_1	1
Zfp871	Zfp871_1	1
Zfp871	Zfp871_3	1
Zfp871	Zfp871_2	1
Zfp871	Zfp871_5	1
Zfp871	Zfp871_4	1
Cdyl2	Cdyl2_1	1
Cdyl2	Cdyl2_2	1
Cdyl2	Cdyl2_3	1
Cdyl2	Cdyl2_4	1
Cdyl2	Cdyl2_5	1
Nudt16l1	Nudt16l1_1	1
Nudt16l1	Nudt16l1_4	1
Nudt16l1	Nudt16l1_2	1
Nudt16l1	Nudt16l1_3	1
Nudt16l1	Nudt16l1_5	1
Nog	Nog_3	1
Nog	Nog_1	1
Nog	Nog_5	1
Nog	Nog_2	1
Nog	Nog_4	1
Myof	Myof_5	1
Myof	Myof_2	1
Myof	Myof_1	1
Myof	Myof_4	1
Myof	Myof_3	1
Abhd12b	Abhd12b_4	1
Abhd12b	Abhd12b_5	1
Abhd12b	Abhd12b_3	1
Abhd12b	Abhd12b_2	1
Abhd12b	Abhd12b_1	1
Casq2	Casq2_4	1
Casq2	Casq2_3	1
Casq2	Casq2_2	1
Casq2	Casq2_5	1
Casq2	Casq2_1	1
Ttc34	Ttc34_5	1
Ttc34	Ttc34_4	1
Ttc34	Ttc34_1	1
Ttc34	Ttc34_3	1
Ttc34	Ttc34_2	1
Olfr143	Olfr143_2	1
Olfr143	Olfr143_1	1
Olfr143	Olfr143_3	1
Tnfrsf4	Tnfrsf4_5	1
Tnfrsf4	Tnfrsf4_1	1
Tnfrsf4	Tnfrsf4_2	1
Tnfrsf4	Tnfrsf4_4	1
Tnfrsf4	Tnfrsf4_3	1
Tas2r105	Tas2r105_4	1
Tas2r105	Tas2r105_3	1
Tas2r105	Tas2r105_5	1
Tas2r105	Tas2r105_1	1
Tas2r105	Tas2r105_2	1
Edrf1	Edrf1_5	1
Edrf1	Edrf1_2	1
Edrf1	Edrf1_3	1
Edrf1	Edrf1_4	1
Edrf1	Edrf1_1	1
4933413G19Rik	4933413G19Rik_3	1
4933413G19Rik	4933413G19Rik_4	1
4933413G19Rik	4933413G19Rik_5	1
4933413G19Rik	4933413G19Rik_1	1
4933413G19Rik	4933413G19Rik_2	1
Olfr1272	Olfr1272_5	1
Olfr1272	Olfr1272_4	1
Olfr1272	Olfr1272_1	1
Olfr1272	Olfr1272_2	1
Olfr1272	Olfr1272_3	1
Kcne2	Kcne2_1	1
Kcne2	Kcne2_3	1
Kcne2	Kcne2_5	1
Kcne2	Kcne2_2	1
Kcne2	Kcne2_4	1
Gm6619	Gm6619_3	1
Gm6619	Gm6619_5	1
Gm6619	Gm6619_1	1
Gm6619	Gm6619_4	1
Gm6619	Gm6619_2	1
Car8	Car8_5	1
Car8	Car8_4	1
Car8	Car8_2	1
Car8	Car8_3	1
Car8	Car8_1	1
Cdc42se2	Cdc42se2_2	1
Cdc42se2	Cdc42se2_4	1
Cdc42se2	Cdc42se2_1	1
Cdc42se2	Cdc42se2_5	1
Cdc42se2	Cdc42se2_3	1
Kcnrg	Kcnrg_2	1
Kcnrg	Kcnrg_1	1
Kcnrg	Kcnrg_5	1
Kcnrg	Kcnrg_3	1
Kcnrg	Kcnrg_4	1
Loxl4	Loxl4_3	1
Loxl4	Loxl4_5	1
Loxl4	Loxl4_4	1
Loxl4	Loxl4_1	1
Loxl4	Loxl4_2	1
Ccdc63	Ccdc63_3	1
Ccdc63	Ccdc63_1	1
Ccdc63	Ccdc63_5	1
Ccdc63	Ccdc63_4	1
Ccdc63	Ccdc63_2	1
Pgrmc2	Pgrmc2_5	1
Pgrmc2	Pgrmc2_1	1
Pgrmc2	Pgrmc2_3	1
Pgrmc2	Pgrmc2_4	1
Pgrmc2	Pgrmc2_2	1
Zbtb24	Zbtb24_1	1
Zbtb24	Zbtb24_3	1
Zbtb24	Zbtb24_4	1
Zbtb24	Zbtb24_2	1
Zbtb24	Zbtb24_5	1
Oxld1	Oxld1_5	1
Oxld1	Oxld1_1	1
Oxld1	Oxld1_3	1
Oxld1	Oxld1_4	1
Oxld1	Oxld1_2	1
Papd4	Papd4_2	1
Papd4	Papd4_1	1
Papd4	Papd4_3	1
Papd4	Papd4_4	1
Papd4	Papd4_5	1
Inpp5b	Inpp5b_2	1
Inpp5b	Inpp5b_3	1
Inpp5b	Inpp5b_5	1
Inpp5b	Inpp5b_4	1
Inpp5b	Inpp5b_1	1
Tmem119	Tmem119_3	1
Tmem119	Tmem119_1	1
Tmem119	Tmem119_4	1
Tmem119	Tmem119_5	1
Tmem119	Tmem119_2	1
Pcdh9	Pcdh9_4	1
Pcdh9	Pcdh9_2	1
Pcdh9	Pcdh9_5	1
Pcdh9	Pcdh9_1	1
Pcdh9	Pcdh9_3	1
Rab21	Rab21_3	1
Rab21	Rab21_1	1
Rab21	Rab21_2	1
Rab21	Rab21_5	1
Rab21	Rab21_4	1
Cacna1h	Cacna1h_5	1
Cacna1h	Cacna1h_1	1
Cacna1h	Cacna1h_2	1
Cacna1h	Cacna1h_4	1
Cacna1h	Cacna1h_3	1
Dnaja4	Dnaja4_4	1
Dnaja4	Dnaja4_5	1
Dnaja4	Dnaja4_3	1
Dnaja4	Dnaja4_1	1
Dnaja4	Dnaja4_2	1
H2-K1	H2-K1_5	1
H2-K1	H2-K1_1	1
H2-K1	H2-K1_2	1
H2-K1	H2-K1_4	1
H2-K1	H2-K1_3	1
Sucnr1	Sucnr1_3	1
Sucnr1	Sucnr1_4	1
Sucnr1	Sucnr1_2	1
Sucnr1	Sucnr1_1	1
Sucnr1	Sucnr1_5	1
Hmx1	Hmx1_5	1
Hmx1	Hmx1_1	1
Hmx1	Hmx1_2	1
Hmx1	Hmx1_3	1
Hmx1	Hmx1_4	1
Lfng	Lfng_4	1
Lfng	Lfng_5	1
Lfng	Lfng_3	1
Lfng	Lfng_2	1
Lfng	Lfng_1	1
Surf4	Surf4_1	1
Surf4	Surf4_2	1
Surf4	Surf4_3	1
Surf4	Surf4_5	1
Surf4	Surf4_4	1
Casp9	Casp9_5	1
Casp9	Casp9_4	1
Casp9	Casp9_2	1
Casp9	Casp9_1	1
Casp9	Casp9_3	1
Reep1	Reep1_3	1
Reep1	Reep1_5	1
Reep1	Reep1_2	1
Reep1	Reep1_4	1
Reep1	Reep1_1	1
Ston1	Ston1_1	1
Ston1	Ston1_5	1
Ston1	Ston1_3	1
Ston1	Ston1_4	1
Ston1	Ston1_2	1
Mdfic	Mdfic_2	1
Mdfic	Mdfic_1	1
Mdfic	Mdfic_3	1
Mdfic	Mdfic_4	1
Mdfic	Mdfic_5	1
Pdhb	Pdhb_5	1
Pdhb	Pdhb_3	1
Pdhb	Pdhb_2	1
Pdhb	Pdhb_4	1
Pdhb	Pdhb_1	1
Zfp580	Zfp580_5	1
Zfp580	Zfp580_4	1
Zfp580	Zfp580_1	1
Zfp580	Zfp580_3	1
Zfp580	Zfp580_2	1
Olfr1347	Olfr1347_1	1
Olfr1347	Olfr1347_5	1
Olfr1347	Olfr1347_2	1
Olfr1347	Olfr1347_4	1
Olfr1347	Olfr1347_3	1
Hrnr	Hrnr_4	1
Hrnr	Hrnr_1	1
Hrnr	Hrnr_2	1
Hrnr	Hrnr_5	1
Hrnr	Hrnr_3	1
Arx	Arx_5	1
Arx	Arx_2	1
Arx	Arx_4	1
Arx	Arx_3	1
Arx	Arx_1	1
Frmpd1	Frmpd1_5	1
Frmpd1	Frmpd1_3	1
Frmpd1	Frmpd1_2	1
Frmpd1	Frmpd1_4	1
Frmpd1	Frmpd1_1	1
Srrt	Srrt_4	1
Srrt	Srrt_5	1
Srrt	Srrt_3	1
Srrt	Srrt_2	1
Srrt	Srrt_1	1
Cyb561a3	Cyb561a3_5	1
Cyb561a3	Cyb561a3_1	1
Cyb561a3	Cyb561a3_2	1
Cyb561a3	Cyb561a3_4	1
Cyb561a3	Cyb561a3_3	1
Kif22	Kif22_2	1
Kif22	Kif22_3	1
Kif22	Kif22_1	1
Kif22	Kif22_5	1
Kif22	Kif22_4	1
4930505A04Rik	4930505A04Rik_1	1
4930505A04Rik	4930505A04Rik_2	1
4930505A04Rik	4930505A04Rik_5	1
4930505A04Rik	4930505A04Rik_4	1
4930505A04Rik	4930505A04Rik_3	1
4932429P05Rik	4932429P05Rik_1	1
4932429P05Rik	4932429P05Rik_4	1
4932429P05Rik	4932429P05Rik_2	1
4932429P05Rik	4932429P05Rik_5	1
4932429P05Rik	4932429P05Rik_3	1
Ubox5	Ubox5_5	1
Ubox5	Ubox5_1	1
Ubox5	Ubox5_4	1
Ubox5	Ubox5_3	1
Ubox5	Ubox5_2	1
Etnk1	Etnk1_4	1
Etnk1	Etnk1_5	1
Etnk1	Etnk1_3	1
Etnk1	Etnk1_1	1
Etnk1	Etnk1_2	1
Mpst	Mpst_3	1
Mpst	Mpst_4	1
Mpst	Mpst_1	1
Mpst	Mpst_2	1
Mpst	Mpst_5	1
Igsf3	Igsf3_2	1
Igsf3	Igsf3_4	1
Igsf3	Igsf3_1	1
