sgRNA	Gene	T0	T12_DMSO_rep1	T12_DMSO_rep2	T12_MYCi_rep1	T12_MYCi_rep2
Vmn1r70_2	Vmn1r70	739.5	449	473	532	307
Hhla1_1	Hhla1	1219.5	1132	1250	940	1121
Tnfsf14_1	Tnfsf14	1178	1236	948	1007	1160
Smarcd1_1	Smarcd1	938.5	412	530	456	685
Wdr48_5	Wdr48	464	247	666	145	386
Hsd3b6_1	Hsd3b6	715	489	274	518	242
Mst1_5	Mst1	576	483	404	524	391
Eif6_1	Eif6	357	41	19	61	81
Vax2_3	Vax2	806.5	656	861	772	1051
Pdk3_4	Pdk3	1000.5	772	762	742	670
Brinp3_1	Brinp3	537	582	482	580	437
Kars_2	Kars	380	192	65	196	139
Btnl9_5	Btnl9	355.5	248	74	228	160
Pitx3_3	Pitx3	888	489	643	634	811
Ube2m_3	Ube2m	1116.5	177	135	337	300
Actn3_4	Actn3	594.5	414	294	728	310
Kif23_5	Kif23	854.5	677	1110	676	1281
Mta1_1	Mta1	1610	951	825	833	835
4931429L15Rik_5	4931429L15Rik	611	390	457	310	473
Wdr48_2	Wdr48	286	77	90	254	186
Gm8251_5	Gm8251	374.5	438	636	364	493
Olfr608_3	Olfr608	1821	1311	1814	1189	2065
Vwa7_4	Vwa7	575.5	457	270	465	292
Cul7_2	Cul7	538.5	427	401	480	344
Zmat2_3	Zmat2	313	114	240	180	273
Spop_2	Spop	479.5	295	308	280	300
Pou4f2_3	Pou4f2	792.5	614	424	696	440
Trib1_5	Trib1	434.5	293	517	530	682
Mphosph8_4	Mphosph8	679.5	511	634	632	820
Mtf2_2	Mtf2	646.5	703	498	722	693
Nrg2_5	Nrg2	1011	770	718	704	629
Tinf2_1	Tinf2	270.5	24	0	18	10
Podxl2_3	Podxl2	27	13	0	17	0
Wdfy3_4	Wdfy3	924	629	772	859	994
Iqsec1_1	Iqsec1	1140	1087	1165	823	1676
Gckr_2	Gckr	342.5	265	389	378	372
Hnrnph1_2	Hnrnph1	613	359	344	366	451
Chst10_5	Chst10	357	288	444	183	807
Epdr1_5	Epdr1	538.5	477	535	368	745
Psmb2_3	Psmb2	435.5	60	11	50	17
Insm1_3	Insm1	497	414	316	488	216
Mis18bp1_2	Mis18bp1	946.5	268	129	214	88
Smim12_4	Smim12	792	530	547	491	623
Polr1e_2	Polr1e	818	407	726	370	704
Prickle1_2	Prickle1	389.5	342	604	397	377
1700020N01Rik_2	1700020N01Rik	310.5	312	181	347	176
Manea_3	Manea	1103	958	1299	1115	1545
Gm3336_3	Gm3336	970.5	603	393	503	461
Ugt2a2_2	Ugt2a2	399	358	608	360	426
Strip2_4	Strip2	568	313	390	204	303
Slc13a4_1	Slc13a4	317.5	95	105	256	254
Ndufb7_2	Ndufb7	534.5	245	264	210	234
Tlk1_3	Tlk1	449	267	206	318	192
Hsdl2_4	Hsdl2	455.5	338	566	286	749
Mief1_3	Mief1	761.5	603	368	462	228
Cd14_2	Cd14	776.5	639	726	691	1020
Arhgap18_2	Arhgap18	821	581	726	730	724
Dsc1_4	Dsc1	1584.5	1658	1213	1601	1590
4930415L06Rik_4	4930415L06Rik	547	492	290	453	306
Taar5_2	Taar5	699.5	713	418	632	397
Adgre1_3	Adgre1	293.5	232	338	457	374
Prkcsh_2	Prkcsh	733.5	328	347	428	406
Olfr1039_3	Olfr1039	730	588	500	480	483
Rbm17_1	Rbm17	485	183	21	157	74
Olfr569_2	Olfr569	724.5	610	672	695	615
Polr1d_4	Polr1d	927.5	68	77	141	63
Pold4_2	Pold4	311.5	208	386	381	140
Rfc1_5	Rfc1	522	164	76	227	110
Mum1l1_3	Mum1l1	954	963	2344	714	2544
Rin2_4	Rin2	378.5	306	339	242	422
2210010C04Rik_5	2210010C04Rik	798	819	647	521	515
Pdgfb_4	Pdgfb	530.5	351	327	457	496
Islr2_1	Islr2	334	365	150	263	141
Sec62_1	Sec62	291	186	103	183	114
Ddx24_5	Ddx24	513.5	34	15	57	10
Slc2a10_3	Slc2a10	1348.5	1652	708	1064	978
Aaas_1	Aaas	696.5	539	587	569	453
Chst7_2	Chst7	163.5	75	24	130	46
Micu1_1	Micu1	1357	1218	1323	1042	1211
Cd74_1	Cd74	823	420	796	525	846
Kctd8_3	Kctd8	319.5	327	324	366	304
Nbas_5	Nbas	1787	1404	1445	1268	1094
Fhad1_5	Fhad1	618.5	640	350	595	396
Pak6_1	Pak6	90.5	69	38	112	33
Neurl1b_4	Neurl1b	424	333	355	468	270
Eef1g_4	Eef1g	954.5	321	180	412	80
Eng_4	Eng	658.5	337	255	645	357
Il27_5	Il27	332	206	313	174	369
Atp6v1e1_4	Atp6v1e1	1002	120	308	133	85
AI606181_2	AI606181	412.5	272	444	368	243
C5ar2_2	C5ar2	345	367	125	284	112
Txndc12_3	Txndc12	787.5	656	550	523	568
Tnfaip2_3	Tnfaip2	512.5	514	511	664	685
Zfp213_1	Zfp213	797	510	247	528	342
Gstp1_4	Gstp1	459	344	368	235	228
Bak1_3	Bak1	708	693	895	967	1272
Rassf5_2	Rassf5	492.5	371	781	513	809
Slc25a48_3	Slc25a48	1211	1339	874	1150	860
Cyp19a1_5	Cyp19a1	989.5	897	1579	649	2594
Nme6_5	Nme6	1591	1198	769	1370	740
Ube2n_2	Ube2n	988	284	120	295	37
I830077J02Rik_3	I830077J02Rik	1154	1110	1033	934	1268
Gja10_4	Gja10	1197	1266	740	1143	977
Usp9x_4	Usp9x	1238	886	1157	1191	1564
Lxn_2	Lxn	800	666	378	771	699
Ins1_2	Ins1	84	71	60	272	72
Ppil3_2	Ppil3	1085	637	1504	855	1610
Cops5_5	Cops5	468	115	187	190	397
Dpy30_2	Dpy30	956	443	365	474	398
Ckmt2_5	Ckmt2	980.5	887	666	1162	667
Myl6b_5	Myl6b	814	640	781	713	693
Abca12_5	Abca12	302	261	657	268	568
Osr1_2	Osr1	1562	1346	1571	1403	1775
Gm4775_2	Gm4775	1058.5	957	846	905	1156
Vstm2b_2	Vstm2b	1223.5	709	508	737	525
Bora_3	Bora	581.5	190	25	105	51
Olfr1222_3	Olfr1222	510	345	271	357	239
Cep131_4	Cep131	335	264	401	330	641
Dsg1c_4	Dsg1c	534	519	359	390	360
Vps39_1	Vps39	1027.5	521	403	498	337
Cep112_1	Cep112	2218	1292	1451	1512	1076
Fetub_2	Fetub	1046	750	1022	804	997
Gdi2_5	Gdi2	796.5	658	460	687	549
Col9a1_4	Col9a1	531	472	370	403	267
Lbx1_5	Lbx1	661.5	286	270	453	424
Tmod4_5	Tmod4	432	345	537	372	486
Tex14_4	Tex14	1037.5	941	320	737	611
Fzd2_5	Fzd2	399	244	57	360	137
Spred1_5	Spred1	1221	888	2173	697	1790
Zc3h8_5	Zc3h8	1313	806	336	683	529
Chic2_1	Chic2	343	280	768	203	672
Smpd4_2	Smpd4	347	119	85	179	57
Zdhhc21_3	Zdhhc21	730.5	609	200	601	289
Clpp_4	Clpp	696.5	386	326	408	360
Bdnf_4	Bdnf	830	631	970	633	882
Padi3_2	Padi3	708	507	534	396	467
Cd33_3	Cd33	588	490	420	416	370
Ywhae_2	Ywhae	780	633	549	670	403
Thoc5_4	Thoc5	821.5	441	448	511	677
Cfc1_3	Cfc1	704	419	392	450	383
Ube2t_5	Ube2t	1226	744	1677	1084	2208
Trmt1_5	Trmt1	370.5	175	100	193	39
Cd68_3	Cd68	902.5	564	898	652	843
Nipsnap3b_2	Nipsnap3b	865	546	547	612	396
Rgs17_4	Rgs17	956.5	695	658	704	591
1700066B19Rik_2	1700066B19Rik	765.5	533	806	453	1237
Tlr5_3	Tlr5	387	448	496	371	661
Pex11g_3	Pex11g	678.5	477	651	610	395
Ndufs5_5	Ndufs5	362.5	162	60	195	82
Gm11939_3	Gm11939	246.5	242	116	216	180
Cdan1_2	Cdan1	297.5	31	33	46	70
Polr1e_4	Polr1e	666.5	206	241	388	278
Fbxo16_4	Fbxo16	1041	1184	447	906	719
Foxred2_3	Foxred2	969.5	598	937	913	840
Plxna3_5	Plxna3	1093.5	919	1177	868	1341
Ndufa13_2	Ndufa13	304	288	245	272	259
Ccr8_5	Ccr8	447.5	362	248	403	308
Lilra5_4	Lilra5	543.5	516	296	716	466
Agmo_1	Agmo	1102.5	1126	826	1238	1079
Slc12a5_2	Slc12a5	1767	1507	1081	2020	1672
Bmf_1	Bmf	703	683	563	540	508
Lix1l_2	Lix1l	692	463	304	355	443
Zfp647_3	Zfp647	242.5	157	190	175	155
Kcng1_1	Kcng1	459.5	326	316	333	547
Rnf187_1	Rnf187	739	596	1041	680	1031
Ube2s_3	Ube2s	774	447	509	495	514
Rpusd4_5	Rpusd4	737	92	14	36	0
Apol9b_1	Apol9b	707.5	569	488	564	526
Sat2_3	Sat2	964	849	509	950	733
Spag9_2	Spag9	358.5	273	175	398	119
Tubgcp5_3	Tubgcp5	437.5	265	258	300	347
Ppp1r8_4	Ppp1r8	304	105	25	90	33
Gzf1_2	Gzf1	672	504	327	503	473
Phyhipl_4	Phyhipl	813	562	390	604	487
Scgb1b30_2	Scgb1b30	598	477	971	373	1199
Rundc1_5	Rundc1	781.5	689	435	715	456
Prdm13_2	Prdm13	753.5	583	622	677	465
Fbxo31_3	Fbxo31	1075	923	967	820	1130
Zfp69_3	Zfp69	215.5	89	89	105	93
Cpb2_2	Cpb2	1148.5	1008	1103	913	1253
Phka2_3	Phka2	599	526	703	772	450
Traf6_3	Traf6	135.5	175	40	159	61
Olfr16_4	Olfr16	298	264	518	265	487
Rnf11_3	Rnf11	773	583	396	647	346
Psme2_2	Psme2	892	773	642	789	658
Znrf1_3	Znrf1	604.5	672	328	513	471
Ifi202b_1	Ifi202b	291.5	176	155	176	107
Stk26_5	Stk26	739.5	564	359	635	321
Phf11c_2	Phf11c	673	799	345	459	625
Cml1_2	Cml1	847	569	323	650	375
Icam1_3	Icam1	841	425	509	528	404
Glyat_3	Glyat	1008.5	1033	1061	1016	935
Aass_1	Aass	516	488	206	449	268
Calcrl_1	Calcrl	1069	815	597	696	612
Ppp3r2_3	Ppp3r2	667	383	782	458	430
Hey1_2	Hey1	487	610	743	537	766
Anln_5	Anln	956.5	326	101	252	114
Trak1_1	Trak1	873.5	612	558	598	410
Scube1_5	Scube1	386	211	188	199	260
Fbxw19_3	Fbxw19	495.5	261	184	322	131
Rims4_3	Rims4	432.5	311	207	420	419
Pigc_5	Pigc	1139	774	499	595	574
Rab24_5	Rab24	835.5	636	403	921	485
Tpst1_1	Tpst1	910	486	466	705	848
Plcb3_4	Plcb3	505	489	365	432	575
Gtf2h5_2	Gtf2h5	790	610	913	824	1191
Prl7a1_2	Prl7a1	562.5	286	194	435	199
Dusp3_4	Dusp3	1188	1126	853	1015	679
Slc44a2_1	Slc44a2	509	447	642	477	536
Adcy7_4	Adcy7	1851.5	1905	1407	1977	1225
H2afy2_4	H2afy2	710.5	593	368	724	255
R3hdml_4	R3hdml	603.5	490	344	634	489
Tspan15_1	Tspan15	428	325	353	550	503
Ankrd13a_3	Ankrd13a	843.5	612	618	624	677
1700088E04Rik_2	1700088E04Rik	469	362	403	498	415
Psma3_1	Psma3	734	122	18	95	11
Ampd2_2	Ampd2	1190.5	1231	633	1204	699
Asb5_2	Asb5	1059	1044	624	749	523
Eif2s3x_1	Eif2s3x	736	73	13	127	26
4921508M14Rik_2	4921508M14Rik	302	227	368	296	484
Ska1_2	Ska1	504.5	180	277	182	300
Chtf18_5	Chtf18	990.5	158	411	125	574
C4bp_5	C4bp	1514.5	844	1315	912	1326
Ccdc106_5	Ccdc106	396	337	167	363	216
Polr1b_4	Polr1b	658.5	300	170	295	165
Rtp2_2	Rtp2	360.5	222	305	191	414
Hsf5_1	Hsf5	638.5	483	486	545	501
Piezo2_5	Piezo2	365.5	522	485	580	410
Mta3_3	Mta3	156	107	116	117	190
Gm28269_1	Gm28269	697.5	610	940	713	1222
Acaa2_4	Acaa2	1397.5	747	910	666	917
Unc80_2	Unc80	547.5	446	377	403	259
Serpinb1c_2	Serpinb1c	1031	886	721	961	885
Synpo2_3	Synpo2	388.5	259	329	290	449
Nipbl_5	Nipbl	404.5	86	167	162	153
Ctsh_1	Ctsh	629	382	493	526	641
Dazap2_2	Dazap2	308.5	168	64	268	266
Ebf2_5	Ebf2	586	534	370	606	342
Fam213b_1	Fam213b	517.5	324	248	451	317
Stk10_1	Stk10	720.5	662	670	707	474
Frem2_3	Frem2	355	390	257	380	306
Tdh_2	Tdh	892	719	798	666	862
Lcn6_3	Lcn6	687.5	441	704	551	1142
Commd2_5	Commd2	656	264	153	214	268
Zcchc5_5	Zcchc5	423	188	413	234	426
4933406J08Rik_4	4933406J08Rik	872	506	586	537	609
Coq4_2	Coq4	597	161	420	107	162
Rassf2_3	Rassf2	863.5	803	1189	828	995
Ptbp2_1	Ptbp2	371	273	492	255	510
Pm20d2_5	Pm20d2	657.5	567	783	545	742
Asb14_4	Asb14	575	429	469	472	625
Lrba_3	Lrba	786	897	418	830	415
Mknk2_2	Mknk2	627	640	533	523	647
Olfr314_4	Olfr314	1003	793	1091	649	990
Coasy_5	Coasy	616	330	195	336	110
B4galt7_5	B4galt7	938	426	226	385	231
Hbb-bh2_3	Hbb-bh2	600	691	524	786	764
RP24-254M13.1_1	RP24-254M13.1	2149.5	1784	2053	2029	2127
Rnf130_3	Rnf130	648.5	611	304	469	196
Dnajc14_3	Dnajc14	925.5	745	1012	641	1134
Alg2_2	Alg2	689.5	16	0	12	3
Zfp292_2	Zfp292	704.5	539	576	641	1031
Rab3a_4	Rab3a	1247.5	723	423	949	483
Catsper2_4	Catsper2	1045.5	706	476	756	801
Pipox_3	Pipox	921.5	635	508	621	474
Samd5_4	Samd5	522.5	430	515	374	441
Gpr37l1_5	Gpr37l1	903.5	809	953	731	660
Otos_1	Otos	451	354	230	402	225
Zmynd8_5	Zmynd8	717	693	226	578	282
Spg11_1	Spg11	432	253	122	289	156
Zcchc6_5	Zcchc6	309	123	148	197	172
Alas2_2	Alas2	517	389	872	502	806
Cldn17_3	Cldn17	322	186	131	293	156
Rps26_4	Rps26	455	313	84	344	89
Psd2_3	Psd2	711	435	504	517	1184
Ccnt2_5	Ccnt2	265	274	139	214	167
Cyp2c66_3	Cyp2c66	971.5	705	386	696	455
Grik5_2	Grik5	209.5	113	193	170	99
Vmn1r73_2	Vmn1r73	553.5	360	178	348	226
Lrrc6_1	Lrrc6	154.5	101	77	124	74
1700001O22Rik_1	1700001O22Rik	477	518	369	589	292
Bap1_1	Bap1	256.5	97	76	153	88
Nlrp4a_1	Nlrp4a	1209	1232	945	1218	781
Tbc1d22a_1	Tbc1d22a	172.5	117	85	139	188
Olfr811_1	Olfr811	705	567	618	631	833
Kbtbd8_3	Kbtbd8	638	615	332	616	315
Gcn1l1_5	Gcn1l1	831	483	264	356	368
Gpr21_2	Gpr21	548	472	284	410	180
Nbeal1_2	Nbeal1	339.5	412	390	390	389
Preb_5	Preb	757.5	125	133	144	189
Gm12888_5	Gm12888	868	684	664	708	1103
Gtf2e1_2	Gtf2e1	553.5	341	274	469	221
Nrip3_5	Nrip3	805.5	742	901	886	692
Mal_1	Mal	599	496	227	441	282
Olfr1408_5	Olfr1408	672.5	520	298	588	449
Tox_2	Tox	958	966	831	1484	939
Dpysl4_3	Dpysl4	613.5	571	429	650	364
Shmt1_1	Shmt1	674.5	362	289	495	559
Mybph_4	Mybph	866	1041	548	1009	495
Ttbk2_4	Ttbk2	1108.5	810	557	775	733
Olfr1290_5	Olfr1290	639	463	427	416	725
Zbtb7a_4	Zbtb7a	931.5	622	217	795	236
Phf23_5	Phf23	1158	923	342	690	490
Ddx60_2	Ddx60	1472	1339	1225	1371	1057
E330034G19Rik_5	E330034G19Rik	900	499	408	559	326
Fgl2_2	Fgl2	324.5	290	196	242	264
Smim9_3	Smim9	331.5	305	248	341	216
9130213A22Rik_1	9130213A22Rik	325.5	170	245	216	301
Dse_1	Dse	1222	1202	1117	989	859
BC017158_3	BC017158	1151.5	885	390	1023	676
Il3_4	Il3	494	197	240	351	377
Otud5_5	Otud5	302	313	205	348	143
Muc15_1	Muc15	303	369	204	327	115
Adtrp_5	Adtrp	487	530	481	602	614
Igfbp4_4	Igfbp4	496.5	257	331	577	564
Arfgef3_3	Arfgef3	635	498	544	475	503
Cyp26c1_5	Cyp26c1	805.5	529	578	819	865
Atp1b3_3	Atp1b3	667.5	423	347	550	1003
Tm4sf5_3	Tm4sf5	620.5	443	225	590	264
Sphk2_2	Sphk2	645	494	358	435	326
Ppp1r21_5	Ppp1r21	538.5	555	685	552	660
Cx3cr1_3	Cx3cr1	750.5	493	599	514	493
Rab32_3	Rab32	517.5	390	326	343	456
Ptprr_5	Ptprr	2284.5	1745	1949	1585	1959
Sgcb_5	Sgcb	452	320	218	515	195
Hc_3	Hc	657.5	674	691	618	535
Sft2d1_5	Sft2d1	1259	1407	1056	1401	1079
Zfp276_3	Zfp276	296	200	200	233	294
Olfr605_5	Olfr605	685	634	353	628	419
Tamm41_1	Tamm41	644.5	27	9	2	5
Vps33a_4	Vps33a	403	97	63	98	59
Prnp_5	Prnp	700	491	436	489	379
Kif3b_4	Kif3b	262	182	107	262	236
Ptf1a_3	Ptf1a	494.5	178	170	264	313
Nubp2_3	Nubp2	645.5	368	226	442	346
Pfn1_4	Pfn1	1050.5	59	54	21	56
Ddx31_5	Ddx31	652	419	268	376	289
Rpusd3_2	Rpusd3	634	479	137	543	171
Rom1_1	Rom1	1609.5	795	622	758	742
Mier3_2	Mier3	914	740	453	923	808
Insig2_5	Insig2	1233	1455	1096	1099	773
Dpy19l1_4	Dpy19l1	1489.5	1552	1100	1247	1246
RP24-134N2.1_3	RP24-134N2.1	120.5	53	50	93	100
Abcd1_2	Abcd1	984.5	721	547	711	389
Arl8a_2	Arl8a	673.5	537	293	438	431
Id4_1	Id4	423.5	272	214	490	338
Gm11733_2	Gm11733	591	601	673	578	786
Sfr1_3	Sfr1	479	393	153	463	193
4933403O08Rik_4	4933403O08Rik	1124.5	1020	1435	1193	1411
Rpl39l_2	Rpl39l	760	769	269	621	236
Fam183b_4	Fam183b	541	580	309	322	182
Cdc42bpa_5	Cdc42bpa	594.5	364	258	574	305
Dock6_3	Dock6	954	669	624	656	851
Apoa2_4	Apoa2	460	422	534	484	489
Ctps_1	Ctps	562	182	129	109	74
Map1s_5	Map1s	339	365	243	512	290
Ceacam11_2	Ceacam11	750	613	557	749	629
Rab3b_3	Rab3b	938.5	690	635	664	529
Olfr478_1	Olfr478	270	236	269	167	426
Zfp449_4	Zfp449	1235.5	1166	950	1103	1005
Dysf_1	Dysf	1024.5	675	1086	621	633
Bhmt2_5	Bhmt2	640.5	636	1363	601	1607
Tbx20_5	Tbx20	1131	920	686	923	836
Plk2_2	Plk2	465	336	1015	232	1457
L3mbtl4_1	L3mbtl4	627.5	513	340	548	356
Mlf1_3	Mlf1	431.5	346	704	318	417
4930447C04Rik_5	4930447C04Rik	830	850	2239	900	2556
Exph5_1	Exph5	375	242	439	293	296
Cpxcr1_4	Cpxcr1	689	437	620	606	824
Dgcr2_5	Dgcr2	1121.5	673	332	726	480
Ptprn_1	Ptprn	557.5	393	488	477	903
Dhx35_5	Dhx35	634.5	249	250	405	442
Uqcc3_2	Uqcc3	554.5	266	180	520	256
Golph3l_2	Golph3l	745	532	391	517	510
Stk24_3	Stk24	540.5	549	606	466	577
Mga_2	Mga	341.5	311	162	323	206
Trim6_3	Trim6	310	170	101	291	82
Slc31a2_3	Slc31a2	761.5	694	443	707	616
C2cd5_3	C2cd5	847	893	1018	642	953
Epc2_3	Epc2	490.5	237	189	319	308
Olfr539_3	Olfr539	685.5	417	359	427	407
Lgals9_3	Lgals9	448	311	205	465	214
Fndc3a_5	Fndc3a	1604	1401	1327	1191	1139
Tnfrsf1b_5	Tnfrsf1b	456.5	306	160	629	325
1700007B14Rik_3	1700007B14Rik	507	310	563	423	512
Parg_2	Parg	689.5	486	339	385	515
Nudt22_4	Nudt22	827	466	361	556	456
Fsip2_2	Fsip2	652	588	287	522	227
Desi1_3	Desi1	1248	816	1131	1037	1401
Fmr1nb_1	Fmr1nb	562.5	588	556	454	548
Krt83_5	Krt83	492.5	273	105	299	166
Rnf125_3	Rnf125	776.5	248	195	271	149
Vkorc1l1_1	Vkorc1l1	955.5	244	187	418	380
Kdm8_5	Kdm8	444.5	187	136	226	225
C9_3	C9	1048	675	550	1065	518
Cebpz_5	Cebpz	653.5	121	242	190	339
Trim11_4	Trim11	1306	867	1685	1026	1629
Jak2_1	Jak2	1949.5	1082	483	952	561
Arhgef4_3	Arhgef4	601	457	740	505	804
Tescl_2	Tescl	662.5	694	811	858	1239
Fbxo3_5	Fbxo3	991	750	1024	709	989
Pycrl_3	Pycrl	347.5	191	188	251	239
4930415L06Rik_3	4930415L06Rik	717	774	972	751	973
Il31_2	Il31	505	363	337	377	430
Sh2b3_4	Sh2b3	522	351	444	449	313
Med4_4	Med4	762	163	332	309	182
Scrn3_5	Scrn3	382	337	204	299	319
Ifi47_2	Ifi47	1192.5	979	1893	1025	1616
Arfgef2_4	Arfgef2	377	241	107	126	94
Myo1f_2	Myo1f	500.5	419	325	452	433
Fam49b_1	Fam49b	894.5	541	763	576	911
Olfr1138_1	Olfr1138	505.5	332	289	335	285
Gas1_5	Gas1	781.5	735	1042	789	1381
Izumo1r_5	Izumo1r	961	847	393	731	438
Zbtb42_1	Zbtb42	555	466	473	533	678
Dcaf6_5	Dcaf6	985.5	1045	1293	943	1451
Reg1_1	Reg1	471.5	359	234	516	158
Exoc3l2_5	Exoc3l2	357	247	73	271	40
Klrb1c_3	Klrb1c	752.5	770	524	740	652
